bauxite_tonnage,excavator_bucket_m3,dumper_bucket_m3,fill_factor_excavator,fill_factor_dumper,working_days,shifts_per_day,hours_per_shift,total_hours_per_year,haul_distance_km,loaded_speed_kmph,empty_speed_kmph,trip_time_min,eff_machine_excavator,eff_machine_dumper,eff_human,eff_condition,excavators_bauxite,dumpers_bauxite
3177216,5.739098684,39.27426738,0.980805721,0.656422314,282,2,6,3384,1.658168168,23.9305075,27.33003729,12.79777875,0.729413361,0.85804515,0.717129724,0.73316295,2.114235222,8.609341514
6709726,5.410546352,43.36485764,0.658234392,0.886997544,286,2,6,3432,1.392643416,17.06697804,47.30015812,11.66248348,0.715621722,0.703846495,0.938663318,0.843143913,4.711685485,8.86783191
3549656,5.857801843,59.22750823,0.987622268,0.982885222,272,2,7,3808,3.028279102,22.15003296,47.26177628,17.04747677,0.764580714,0.94333137,0.7591728,0.764061243,1.766067004,4.157275775
7806540,9.232909284,28.30498314,0.68331885,0.8095607,284,2,7,3976,1.363466384,12.56225448,46.37774656,13.27615459,0.747818465,0.990406652,0.974424799,0.750085054,2.767774904,13.09539379
4135730,5.590810925,65.91593876,0.535867672,0.613379309,300,3,8,7200,1.981020305,28.83876206,21.00760847,14.77958646,0.979447116,0.972523032,0.934387194,0.705820374,1.442848749,2.728099408
8942375,2.575253739,92.26547505,0.978883329,0.538856209,280,3,8,6720,2.734216306,38.7393806,30.12290401,14.68090673,0.85970807,0.791009285,0.817851723,0.753895365,4.840960559,6.713915906
6793868,4.628834716,39.21762647,0.739141834,0.590318349,300,2,7,4200,1.22536873,26.06980185,44.17820333,9.484419788,0.84568922,0.911252667,0.708937151,0.702933814,5.453445029,12.16098532
7201390,2.850228093,86.56859988,0.741427382,0.829678694,280,3,7,5880,2.45020671,13.34907788,14.61611837,26.07116404,0.853204895,0.843114468,0.950469829,0.926765914,3.74856106,4.9883041
6256505,3.837730269,31.96358735,0.518892253,0.821684863,287,3,6,5166,3.554467545,24.49198736,26.64282682,21.71237443,0.778753087,0.715704154,0.769293793,0.940574186,5.246579311,16.11104998
8545636,7.187639313,47.2659453,0.877530207,0.836163405,301,2,8,4816,1.516506066,35.51534956,45.11389244,9.5789045,0.859360314,0.729662003,0.943653876,0.959806957,1.757005794,5.42293816
5579082,5.05789856,38.95229004,0.860991573,0.930937575,282,2,6,3384,2.337075371,11.48048691,32.77338528,21.49277123,0.896223266,0.853477183,0.74767743,0.716037614,3.835593736,17.82165297
8711229,6.743861608,60.70309935,0.502356213,0.536194699,291,2,7,4074,3.920099698,33.71702658,19.71781447,23.90448455,0.787110464,0.964670524,0.744104486,0.913268299,5.73595235,19.96235832
3696362,5.745135535,90.44106216,0.820632855,0.706822282,277,3,8,6648,3.906903586,37.99232959,44.82685873,16.39936562,0.78784386,0.812529822,0.852682534,0.795713179,1.072471554,2.15610633
9288893,4.897452822,71.13992632,0.73540821,0.59946489,292,3,7,6132,2.308140922,32.46016526,43.11699818,12.47833499,0.880505983,0.718204921,0.824002738,0.863984482,3.261607665,7.223988935
9913111,6.292860074,94.45987344,0.917478388,0.921267254,288,3,7,6048,1.093204391,38.40708698,19.62850343,10.04950106,0.790962458,0.828834369,0.841211784,0.747211475,2.775780148,3.027692845
5221186,9.170252417,49.38174048,0.727812808,0.852879526,307,3,7,6447,2.106108772,30.70077472,25.48733097,14.07408294,0.946252071,0.770902823,0.898405042,0.817599413,0.848645796,3.982757696
4741070,2.810208991,72.45087294,0.624362697,0.507749121,304,2,6,3648,1.10927633,37.07626345,12.93223272,11.94169168,0.750029281,0.881998459,0.912738157,0.706317335,7.44658633,6.183002825
9889279,4.477865992,87.99392218,0.850227433,0.700906729,286,3,6,5148,1.028259568,34.2637892,20.37598955,9.82846228,0.722890736,0.919810055,0.885065427,0.700873515,5.469753422,4.470996569
8875709,8.688948924,37.52220023,0.724316296,0.768846064,310,2,8,4960,1.451832859,37.97944302,25.32235226,10.73365109,0.899087416,0.935191555,0.818442185,0.893814083,2.101475385,8.110061331
7319859,3.641497143,56.40201627,0.939126234,0.763627575,301,2,7,4214,3.407968732,17.40896237,45.98449957,21.19224141,0.978961145,0.845139069,0.847134729,0.735924037,4.045655112,13.5180468
5868921,6.161843913,72.55297171,0.88925794,0.565507309,294,3,8,7056,1.548768778,20.951427,27.29748667,12.83951336,0.880287158,0.71028937,0.849269825,0.746452804,1.322282897,4.817150528
3539203,6.02953409,30.52313607,0.786987588,0.818702306,283,2,6,3396,2.298301245,24.52553495,35.92408509,14.4612294,0.867012777,0.921488653,0.800682773,0.929531977,1.654517576,7.328106687
6351191,6.948681193,41.33700492,0.542897142,0.545467725,314,3,8,7536,2.777448982,35.06715115,11.74643715,23.93924349,0.976967124,0.906783796,0.738130784,0.807016951,1.866095926,13.80434067
4309989,2.073324401,32.11892374,0.979512088,0.806700923,308,2,7,4312,3.644457459,22.47740963,38.81333477,20.36214334,0.77850141,0.720097328,0.708457402,0.773423524,5.608740871,16.58990109
4358454,3.530218968,58.95502412,0.954041844,0.902187207,272,3,8,6528,1.367444251,26.0210834,45.17850774,9.969138747,0.719748953,0.90777184,0.871569257,0.972238953,1.58002093,1.355687535
4726681,4.225149124,42.58306518,0.972561224,0.64133368,299,2,7,4186,3.215617118,36.00565639,35.05037099,15.8630844,0.838260621,0.901391327,0.748655012,0.845932716,2.51615275,9.574399791
7659014,9.566211978,26.26879659,0.887336469,0.632408161,278,2,7,3892,2.32911993,28.53439584,40.79894473,13.32276469,0.980077943,0.915987862,0.926144114,0.765717752,1.621434265,20.2459656
4905888,9.121765364,37.97963019,0.911380122,0.759161962,297,2,6,3564,2.232798715,28.87657579,37.97251685,13.16735183,0.838541944,0.794330232,0.874290576,0.918966735,1.19469392,8.208338857
3791624,8.877982445,53.95153176,0.631208041,0.620882254,301,2,6,3612,1.290456193,24.28170106,49.66744562,9.747628742,0.844904234,0.966049462,0.813504275,0.924917724,1.432372049,3.502030511
6893623,4.597642674,98.42304561,0.567373633,0.657402529,287,3,7,6027,1.434797581,17.64302759,46.58104615,11.72755698,0.845649292,0.843399864,0.841409945,0.752735145,3.979581443,3.234157096
3330328,3.411295283,84.08229687,0.77088016,0.565539931,287,3,6,5166,1.406550621,25.5519888,14.50436917,14.12125344,0.92984713,0.979733194,0.98419207,0.81070532,1.606229261,2.040826387
4690792,4.02212688,49.56410479,0.691582234,0.897331446,288,3,6,5184,1.442361752,28.34967027,32.62989226,10.70487457,0.836895046,0.751230478,0.780162969,0.852734016,2.840188858,3.631526747
9676240,9.568604945,35.80082575,0.565782653,0.65113835,276,2,8,4416,3.842283994,22.70074082,10.37241163,37.38146782,0.968525552,0.991616042,0.957797485,0.733005316,2.893496508,42.05929527
7241244,6.351023369,43.77709233,0.736717467,0.80658518,308,3,7,6468,3.716746413,13.59279899,31.2773191,28.5360175,0.960640329,0.898570473,0.830214661,0.945828356,1.541950733,10.68570706
8621402,7.348373561,88.33551608,0.581451327,0.906206829,306,3,7,6426,1.961988264,26.5701404,12.02029883,19.22388602,0.95601872,0.974302133,0.779585527,0.97118592,2.108800953,3.63977579
6918446,5.555839824,36.78485191,0.595206748,0.834976745,295,3,6,5310,2.158709186,24.54576219,24.19980463,15.62899328,0.700120463,0.941767351,0.723774882,0.757446884,4.990034606,10.70091907
4716548,3.179620804,17.52758221,0.535865869,0.829934933,305,3,7,6405,1.151366712,13.13688594,45.24016339,11.78563453,0.829475299,0.92908092,0.997779316,0.897710404,2.82771108,5.974292662
3653668,6.359053488,39.09811117,0.974212578,0.921232053,310,3,6,5580,1.482140048,39.34796391,16.34080936,12.7021561,0.916712052,0.72339816,0.731839006,0.847834404,0.903284776,4.287086795
7895035,7.115091372,25.96809476,0.715158214,0.637352516,312,2,7,4368,1.892712149,33.67871964,11.24854241,18.46771602,0.966325457,0.712175714,0.974118248,0.949898242,1.931132982,25.50396227
3294957,4.426248209,45.81957307,0.533202677,0.994674757,311,2,6,3732,1.737999221,25.96260472,29.29424834,12.57628591,0.711787584,0.896472137,0.832820778,0.984674865,3.115449866,2.761632831
6489550,7.942650212,71.23524061,0.618168295,0.548928501,299,2,8,4784,1.242125363,39.7831296,41.34335579,8.67599297,0.872847799,0.86610335,0.756515503,0.716874008,2.837184693,5.339742273
3483075,9.684548291,27.12561988,0.754540914,0.914847842,296,3,8,7104,2.858704674,30.26597106,41.09330056,14.84113781,0.804941006,0.82744856,0.738455533,0.736876564,0.744646432,5.42696709
3177946,2.108138174,28.78451181,0.992457383,0.537996753,306,3,6,5508,1.702597179,18.08903198,36.19082854,13.47009011,0.903636467,0.75282479,0.915015576,0.911797121,1.778102278,6.658596512
9073770,7.85343679,28.10253957,0.927821832,0.757334762,306,3,6,5508,2.267618141,18.95013231,20.52103343,18.80987195,0.731710181,0.9082217,0.855748912,0.789417272,2.223376266,19.77516494
9438359,6.710482161,22.58388428,0.715491531,0.587393358,272,3,6,4896,1.284216744,39.27612588,21.45036142,10.55398217,0.996130026,0.868345064,0.906231058,0.797625484,2.710681006,20.3625526
7712838,6.714285823,62.59946207,0.869464148,0.90630632,300,2,7,4200,2.877951742,14.51633764,28.76160187,22.89910031,0.738573874,0.705514297,0.906891556,0.790417539,2.888305293,12.21346065
5226941,7.356890052,97.50678236,0.587857623,0.79855831,274,2,8,4384,2.455766812,26.30217557,22.19043651,17.24211449,0.827255517,0.834006617,0.776244184,0.947540463,2.202471943,3.586569511
3720892,6.930032325,52.72775925,0.594007859,0.826568367,318,3,7,6678,1.16532892,36.63618796,38.11966905,8.742705019,0.744544955,0.866290212,0.858144514,0.92026834,1.11903304,1.361472312
8507200,5.453281713,84.49305301,0.921474997,0.760228046,304,3,6,5472,3.32599579,23.52118175,40.14440526,18.4553044,0.958243259,0.701633113,0.710552389,0.973546478,2.268851367,7.669247609
5410912,8.738970671,79.65155942,0.584105546,0.916787055,291,3,8,6984,2.491722544,12.81972788,21.6288923,23.57418121,0.758532646,0.967783398,0.837594969,0.903093026,1.285906379,2.847174858
8626306,4.563895181,99.68522836,0.922775598,0.80547975,270,3,6,4860,3.50328736,34.99018646,37.92695443,16.54947963,0.712037386,0.970434049,0.867228784,0.960542845,3.454133773,3.771288887
4715872,4.467753701,16.70390996,0.791284455,0.849416835,298,2,7,4172,1.285280943,11.62635233,39.01912136,13.60932278,0.956159798,0.74204963,0.863254945,0.702402442,2.680870481,20.0805652
7215250,7.429280751,50.77620494,0.980708789,0.799638759,292,2,6,3504,2.708447164,35.8334056,13.13352871,21.90849759,0.942243381,0.732806771,0.819187388,0.80105431,2.221916233,19.25439464
4327878,3.702800688,71.84402663,0.771439066,0.916446797,302,2,6,3624,2.244993275,19.80826301,34.26757293,15.73099017,0.737526673,0.73893489,0.867045508,0.983913596,3.230084019,3.771887093
6268896,5.950793566,96.73617217,0.884821082,0.744154821,277,3,6,4986,1.973826394,31.63477805,36.3115512,12.00513659,0.801315743,0.864780548,0.92450825,0.935178577,1.675463521,2.337013384
3549391,8.315034605,76.48854855,0.637020795,0.922982628,293,3,7,6153,1.445899647,23.68476223,29.69430378,11.58443017,0.828251711,0.781672163,0.815248227,0.950780647,0.82461697,1.301893832
9328404,8.646139109,39.85528213,0.937448617,0.88589147,308,3,7,6468,1.715281537,38.254495,34.14977154,10.70401352,0.825372245,0.924521903,0.988400389,0.837690915,1.265717013,4.759950236
4550642,7.044709578,53.21590701,0.594316123,0.753948708,287,3,6,5166,1.340161287,31.61848872,30.01220625,10.22235455,0.85857526,0.943181154,0.920656212,0.899137487,1.439034639,2.395443797
9534411,8.565132483,18.20427819,0.683584813,0.771149988,280,3,6,5040,2.74239049,31.43162686,46.66572411,13.76096567,0.74443024,0.923894144,0.702506411,0.750579715,4.001301427,31.72118108
4797555,5.154729171,15.10917617,0.560079629,0.767277272,302,3,8,7248,1.222528587,15.76048753,43.59992893,11.33653421,0.902538966,0.825234485,0.919203703,0.856558689,1.568363926,8.301593371
4302970,2.940457993,99.16891544,0.604703357,0.505889938,285,3,6,5130,2.740685597,37.12104959,22.8072467,16.63990113,0.999226882,0.784322166,0.900405836,0.753004694,3.384769104,4.359717712
4426360,6.99836319,43.5982799,0.605604129,0.656591025,308,3,8,7392,2.345223523,19.616085,39.77677015,15.71094637,0.753652321,0.970574832,0.819156066,0.773583791,1.438102905,4.452854845
5219583,8.8882672,63.09836125,0.578617833,0.845311371,296,2,6,3552,3.70353287,32.52007043,29.54419704,19.3544124,0.854030349,0.895181957,0.966906224,0.832130371,2.021345023,6.169354911
8851361,7.338809304,18.72698246,0.663310953,0.811657217,315,2,6,3780,2.314895824,17.8807993,16.58870988,21.14054745,0.716899983,0.707165257,0.835007272,0.799807054,4.88401481,57.46671544
9536912,4.55671541,65.30367215,0.536114674,0.573726505,292,3,6,5256,3.14897603,30.08156271,29.07967662,17.77814765,0.721973681,0.9436952,0.92572277,0.92599388,5.834020328,8.869402345
4409277,8.223021644,57.53046063,0.678756664,0.638713367,276,2,8,4416,3.309316922,26.84067473,45.31345963,16.77959017,0.892840615,0.90784036,0.96129028,0.802700225,1.262253119,5.423968304
5011562,9.474158332,59.43210763,0.645794064,0.633449644,287,3,7,6027,3.218865054,24.97728723,20.89142643,21.97685422,0.978851712,0.751733917,0.873889737,0.86665752,0.891151871,7.104846096
9132138,7.751926055,63.40930869,0.869175639,0.570760601,318,3,7,6678,3.534375214,36.9268658,20.5859802,21.04407795,0.964741058,0.874718653,0.738053178,0.838577561,1.65235279,12.23963374
4410124,2.268366971,62.63391107,0.84741379,0.897893366,302,2,6,3624,1.275953532,19.80067068,27.48688198,11.65162211,0.802064872,0.701957623,0.843855771,0.704756064,6.451679369,5.03286779
3741165,9.633053133,33.97670909,0.961153888,0.712946578,279,3,8,6696,3.244716419,37.09151959,15.58882268,22.73734615,0.99565724,0.866217515,0.979249859,0.701604697,0.428819199,7.34342525
4815599,5.701502654,83.55215542,0.589822658,0.979797103,280,2,8,4480,2.549333026,31.80933759,33.19336953,14.41679899,0.815548788,0.80247089,0.962381738,0.86916011,2.277718035,2.350117863
4744919,3.067751034,83.49790495,0.994868299,0.688693812,317,3,6,5706,1.385872181,23.37336243,42.61418495,10.50885111,0.833426769,0.713930097,0.704119956,0.9764258,2.311498066,2.580047362
5778366,6.5202602,71.92313766,0.980691235,0.80133498,297,3,6,5346,3.808721163,36.00074045,49.30315692,15.98280168,0.867842578,0.704360241,0.724284911,0.873151488,1.497181422,5.607524259
5105777,8.723202652,70.08269087,0.669374952,0.734989217,301,3,8,7224,3.248549245,28.91677703,39.98397764,16.61525642,0.957375122,0.789564378,0.977122939,0.768941902,0.817992571,3.202490777
5749580,2.24659695,89.73236869,0.506505107,0.97237504,279,3,7,5859,2.744274685,26.46797573,18.77281605,19.99197587,0.846764875,0.802580348,0.97726553,0.707317298,7.162250121,3.377448846
7952323,7.817049575,15.06093299,0.968426715,0.582262686,311,2,8,4976,3.959049769,19.45650212,14.61204361,33.46558291,0.77007413,0.779042034,0.711346041,0.736915637,2.542191927,124.4515672
9539108,6.051651016,86.77419917,0.619611607,0.707606878,300,3,7,6300,2.759938983,28.73118094,36.13158164,15.3467921,0.884527386,0.844356445,0.83785068,0.808752919,3.275032188,5.512043157
3238826,5.049175056,50.00744407,0.863789661,0.725819498,312,2,7,4368,1.28516961,16.01407143,26.53863067,12.72073363,0.957018984,0.983228436,0.800783846,0.868208344,1.242087793,3.167954402
7830083,7.295027104,32.63490224,0.952925096,0.919274604,307,2,8,4912,1.395231399,30.40713262,43.69827944,9.668825178,0.841325119,0.82334468,0.770970378,0.918997967,1.870000759,7.339035104
3563506,9.302299083,25.06078937,0.822879589,0.625041234,285,3,8,6840,2.223647831,29.8434345,45.27613139,12.41740877,0.950965717,0.853690108,0.740572357,0.871297471,0.539177226,6.247891927
8093878,2.073607181,68.31696405,0.658187704,0.986572356,300,3,7,6300,3.517623859,10.9598338,47.60719339,28.69066662,0.758115115,0.803748571,0.807352348,0.702535449,10.64164798,9.996924858
9224898,6.348764599,70.57112345,0.693525006,0.823611142,286,3,8,6864,3.663452921,13.13981902,42.90591709,26.85132971,0.713430517,0.716214288,0.837169126,0.86488669,2.872396555,9.977097284
7565391,4.532819479,49.01319819,0.575247749,0.751785037,284,2,7,3976,3.118174344,24.71363226,20.30782593,21.78306163,0.940492777,0.832460203,0.847184073,0.954630276,4.663680056,13.92321375
3692019,3.769180881,37.87517897,0.901566544,0.522072781,304,3,6,5472,2.47664855,36.41951732,26.51644758,14.68422789,0.997627656,0.739105504,0.938820558,0.818432595,1.25914177,7.35241511
4650882,2.018779791,35.80798921,0.840291546,0.560632447,284,2,8,4544,1.535352022,12.38764442,47.61588136,14.37120477,0.734128588,0.823288182,0.894351112,0.913621598,4.889529359,9.076626746
6868707,8.907931604,80.6644203,0.584416803,0.91090073,272,2,7,3808,1.365667636,25.29271201,33.41043502,10.69219963,0.930775168,0.879016897,0.801160611,0.778752581,2.900348298,3.988361225
3732878,6.506046751,70.06489591,0.604767312,0.572552787,285,3,8,6840,2.990506208,20.37190757,16.85593249,24.45267441,0.97131434,0.990644932,0.997567857,0.936928532,0.742692505,2.993986693
6674777,9.150193502,60.03376985,0.834674175,0.915786963,284,2,7,3976,1.386936724,24.05383711,33.93224303,10.91200394,0.745093187,0.711577469,0.963664344,0.794479968,1.873093014,5.096742011
6297334,6.833045031,94.54432805,0.617002644,0.542193974,298,3,7,6258,2.056049748,22.32427003,10.73486618,22.01776291,0.7777646,0.705678292,0.710767825,0.974457342,2.153855904,7.36928916
7254284,6.923927677,79.07135109,0.72360687,0.654864611,284,3,8,6816,2.979290921,14.10946667,37.47465975,22.4394164,0.844843028,0.796921321,0.951691329,0.789302115,1.627158699,6.420513711
8112468,6.47884304,96.69505278,0.813698278,0.629775217,281,2,7,3934,2.036031934,39.73169526,14.07810198,16.75211381,0.787717307,0.911591993,0.920630978,0.79104887,3.314622298,7.120783617
4495318,2.738766712,72.2906253,0.528241712,0.836427519,317,3,6,5706,1.901466276,34.09790202,20.88010295,13.80985093,0.952911084,0.819646458,0.856637948,0.820462521,3.952464995,2.602816068
4233387,3.998830369,43.59919882,0.794578189,0.72721116,290,3,7,6090,3.464948002,11.78440489,34.43630089,28.67883848,0.923543443,0.76407019,0.703201686,0.932967242,1.755225737,10.45279403
8384434,8.995316434,87.33532018,0.888602124,0.634526114,311,2,6,3732,3.826473751,36.63578049,14.09057124,27.5605441,0.943566893,0.860043543,0.715826984,0.837081655,2.416547224,18.06770161
7911165,2.249399273,88.96671869,0.569326265,0.563655939,306,2,8,4896,2.192904957,20.08938183,19.37936027,18.33884836,0.752701689,0.988079908,0.907950808,0.940411461,9.543412325,5.83681442
3770008,7.054198749,36.85507284,0.97432704,0.584879249,291,3,8,6984,2.347370242,27.11993737,27.42356632,15.32911856,0.989695952,0.704456837,0.844337708,0.800010351,0.571093946,6.72270898
6368737,7.487010201,85.82805897,0.624979491,0.804764255,302,3,7,6342,1.425533193,16.41403632,14.22054586,16.22558257,0.875558436,0.810921343,0.845817263,0.794134643,1.773914205,3.609098569
9137295,9.604850973,77.02266516,0.526022919,0.942122587,305,3,8,7320,2.596913092,37.15965485,13.32155031,20.88956251,0.958802549,0.832996096,0.875758915,0.9928235,1.440658414,4.134558341
9866556,8.45876497,79.85439958,0.693077959,0.977198451,270,3,8,6480,2.879975917,30.54319475,15.01767138,22.16386224,0.973192905,0.988690225,0.828374407,0.759242075,2.06267691,5.795701056
8698485,5.8618271,43.13638206,0.87015153,0.656380364,312,3,6,5616,3.037475037,39.54850949,11.15345308,25.94832356,0.948042134,0.878486047,0.938168009,0.996802191,1.664971993,14.398618
4071038,4.098439451,86.30547143,0.516161633,0.760091468,301,3,6,5418,1.400629269,19.31731047,34.62904214,11.77718586,0.870138612,0.868345344,0.842589122,0.937180889,2.512868415,1.639421021
9434908,9.002970107,50.31693872,0.701388067,0.518103631,291,2,7,4074,3.343770861,20.97758306,19.66409848,24.76650733,0.865342401,0.912604252,0.734331449,0.79162983,3.544098218,34.55990588
4398705,9.544165677,82.5811949,0.590625128,0.856003981,273,3,8,6552,1.379967619,22.61890711,29.23766432,11.49246553,0.815487617,0.820688403,0.934987028,0.988835442,0.767873405,1.198720849
8634222,2.41814934,73.27078275,0.718107209,0.597396901,299,2,7,4186,2.914278177,18.64456407,19.44031721,23.37296637,0.944810051,0.940768224,0.845917488,0.789535198,9.150464187,14.60765955
3197170,8.946376145,40.05076198,0.500906017,0.611909043,312,2,6,3744,2.004455034,19.90923063,10.78902986,22.18796509,0.802132324,0.997295851,0.857062478,0.761414184,1.769630406,9.8994486
4792837,2.962007893,34.61241351,0.675368649,0.878867472,286,3,6,5148,1.008526461,37.92694433,14.43680923,10.78695688,0.874720289,0.906699995,0.870103698,0.905077728,3.284251966,3.852973635
3049892,3.016268608,19.97561101,0.652706749,0.578830513,295,3,6,5310,2.138384142,25.1965,32.51320949,14.03828025,0.752203134,0.928227793,0.704751421,0.867343038,3.084433235,10.24211594
6726713,7.867214795,89.05854399,0.596290816,0.54880938,316,3,6,5688,1.377407009,27.67994935,31.00563407,10.65117892,0.969338742,0.804968639,0.865395217,0.807862943,1.808306243,3.816203181
6332951,4.594006991,24.43796846,0.721382478,0.626626408,290,2,6,3480,1.984209053,29.81160515,39.21655012,12.02926956,0.972769713,0.730526359,0.714745789,0.701594251,5.472144075,32.51903009
3587069,3.729086498,65.22411345,0.956602981,0.898901186,284,2,8,4544,2.238518193,35.79563471,20.07258808,15.44343325,0.976437321,0.99355179,0.703201038,0.886822383,1.766616366,2.796644217
5408359,2.684796423,30.5939202,0.879201837,0.510993261,276,2,6,3312,2.834484558,30.88094221,23.69900877,17.68346056,0.945063396,0.704184706,0.897135652,0.809528176,4.8995902,30.09776315
5321741,6.711488181,59.25570507,0.871100505,0.754867755,280,2,6,3360,3.928060473,36.20666729,23.17512268,21.67908059,0.826733737,0.819426153,0.707934071,0.800667161,2.810298289,13.77267739
9844554,7.378230636,91.2899329,0.723580252,0.718477431,281,2,7,3934,3.490577689,38.68398569,37.93090374,15.93546698,0.935360956,0.727989357,0.856262211,0.950915271,2.991785606,8.547430754
6175601,5.835326389,58.66482858,0.620131292,0.562348724,310,2,8,4960,3.380897243,28.49382635,49.43690636,16.22250796,0.87586245,0.929276702,0.997946231,0.927490785,2.063154007,5.931833981
8516953,9.56627717,94.03797254,0.690707672,0.539331029,282,3,7,5922,2.02328295,26.3061894,38.46728237,12.77061871,0.751562111,0.717766992,0.73161908,0.755395374,2.547357709,7.607554097
7680018,8.913844818,54.48953498,0.872184102,0.809722537,285,3,6,5130,3.822897364,24.59116302,28.50477088,22.37434853,0.940922693,0.82954153,0.935742545,0.838737045,1.267567342,9.717272066
9727897,3.438382508,54.75944963,0.984036251,0.876493097,312,3,6,5616,3.490098051,11.47820961,44.09755543,27.99247179,0.943348781,0.70984765,0.840357839,0.89398634,3.511516348,15.78643283
9553855,4.784215706,90.83299793,0.73523666,0.763903682,286,3,7,6006,2.878522221,31.11740278,36.03210761,15.34357529,0.999912291,0.95299089,0.808531002,0.703103679,3.867345794,5.410676802
7576168,5.590653545,20.34288644,0.738029385,0.84462201,297,2,7,4158,1.832040285,25.00694437,16.42412586,16.08841647,0.882312942,0.86144112,0.840645687,0.788128562,3.672245608,24.91073499
6614962,6.697062413,20.66799553,0.91483434,0.78118919,287,2,6,3444,3.868737868,33.00115714,48.78227501,16.79219545,0.901248004,0.910928171,0.787445241,0.84111147,2.553022957,27.59165875
3689746,2.516287071,64.10122212,0.67890664,0.637728955,305,2,6,3660,3.538862009,20.69099913,43.29994804,20.165774,0.942163299,0.81009798,0.795100291,0.954996278,4.00987576,6.737293213
8021317,2.531785042,15.13469478,0.761646231,0.672037747,276,2,6,3312,3.663173194,19.54562438,16.63948886,29.45395502,0.999139568,0.9317233,0.928382637,0.98657283,6.671576243,68.48686304
9121602,7.04318185,92.16917754,0.709543877,0.891658445,301,2,7,4214,1.09113874,31.38261264,11.85032757,12.61073405,0.780501937,0.909391537,0.700473826,0.961452164,4.005626009,4.519401935
5665880,3.534688917,43.3742675,0.863853185,0.834628546,309,3,7,6489,1.780188244,27.63070383,20.45313584,14.08791945,0.721544375,0.924194748,0.715913764,0.862877917,3.118608776,4.959709742
5503821,3.935685085,38.66954973,0.948236429,0.818109414,277,3,7,5817,1.593473287,35.30119962,18.15104137,12.97573921,0.919205229,0.975403153,0.973561745,0.921683754,1.494190218,3.694928217
6055068,8.071110801,60.27828286,0.819363091,0.97666004,292,2,8,4672,1.286723343,10.67647665,12.22998394,18.54380143,0.730326578,0.792654182,0.883407104,0.989216239,1.492700925,4.911266961
9976915,7.639289062,22.24204059,0.825046226,0.826828238,314,3,8,7536,3.796401746,31.61759258,40.63053284,17.81057671,0.986866352,0.700906261,0.774379735,0.978337444,1.365710689,20.12146486
4567431,9.474026393,22.34609376,0.899619047,0.94930827,306,2,7,4284,2.279637096,14.17890068,10.8908982,27.20555113,0.982340675,0.960243107,0.786265012,0.799926139,0.984201183,18.86643732
5854891,4.245084639,97.63952528,0.576682414,0.866663954,320,2,8,5120,1.556577926,29.55039385,38.50405629,10.58610237,0.700123087,0.878854801,0.974782901,0.786380228,4.231033393,1.769577899
5278569,9.6473504,93.4804582,0.728658305,0.923096933,308,2,6,3696,2.612250816,10.67512982,27.76452021,25.32741767,0.835697043,0.827316705,0.747028884,0.827921817,1.910786786,6.82695831
3456195,7.081255911,92.31221142,0.509016005,0.778523793,290,2,6,3480,3.662689215,24.12287177,45.12460788,18.98018254,0.936204655,0.862400615,0.797168666,0.74087517,2.422405024,4.291437293
5368403,8.874662558,65.56078068,0.667664504,0.907927628,274,3,7,5754,3.878878461,20.72408937,12.63576073,34.64863222,0.94076936,0.953712575,0.73465537,0.990808373,1.117748702,6.519194215
7466958,4.852974391,39.49722898,0.628495868,0.832076383,283,3,8,6792,1.878224646,12.37559227,29.5129135,17.92455433,0.825816349,0.98962321,0.905152909,0.937613377,2.500011059,5.949325212
3551556,9.621137046,52.73899822,0.587354296,0.599325326,280,2,6,3360,2.977984384,18.81884129,18.63217004,24.0845049,0.784212923,0.99979488,0.78040345,0.798640541,1.86030374,10.77109653
4864273,2.847325517,16.58495985,0.902320849,0.568947471,288,2,6,3456,1.435098201,32.1041532,34.05547944,10.21048005,0.932793055,0.939262744,0.861375858,0.792904587,4.180061899,19.78435082
7967468,6.237156216,44.5604583,0.760260267,0.8276916,314,2,8,5024,2.354641068,22.24060274,37.49859216,15.11984392,0.825508912,0.914245944,0.958369668,0.746405454,2.753136216,8.284144316
9781944,5.345052798,92.4363345,0.996581869,0.553046025,279,3,6,5022,1.044995501,14.8330007,49.84051134,10.48505025,0.769915956,0.985113925,0.987498306,0.729312183,3.205722183,4.692426269
4340522,8.787341811,16.73413691,0.802244491,0.638512724,297,2,8,4752,1.664480647,11.043976,26.36998295,17.8300504,0.958700475,0.785038345,0.906026716,0.90226589,0.803671058,19.79235934
3561133,9.576322225,57.91435928,0.943553256,0.679072391,304,2,8,4864,2.489196765,19.18002921,47.08825859,15.9585813,0.813592715,0.825439205,0.863987694,0.866047081,0.647006877,4.008401181
5987008,8.143734062,96.6618875,0.749774581,0.556049255,281,2,8,4496,3.859972795,24.55395723,48.95122004,19.16342894,0.83222974,0.843691168,0.969098223,0.818440231,1.606078579,5.912466681
4657106,6.470726968,75.09764939,0.588740917,0.626111567,320,3,7,6720,1.642528758,11.80219505,23.02013353,17.63139788,0.94321914,0.984151185,0.740779824,0.849294866,1.490201009,3.497557114
7765257,6.269803309,27.22593003,0.504620794,0.904078525,288,3,6,5184,1.946960881,12.60818682,18.91800034,20.44016941,0.752858322,0.881864993,0.801076574,0.875645781,4.358043717,16.75716764
